FSCM,CustPN,CustRev,CoastPN,CoastRev,Name,Eng,Date
84347,G146-385,D,32582,,TRANSFORMER,,
94033,G55P5006,,40687,,,,
26512,GF825CW-2,NC,40711,,FILTER,,
26512,GF825CW1,,40926,,,,
24930,GS120-051,,50071,5,,,
24930,GS120-055,,50072,4,,,
73030,GS73W8,,41076,,,,
4845,GS98-580,,3535,,,,
26512,GT825GP,,40613,,,,
26512,GT825JY2,,40397,,,,
26512,GT825LJ,A,40590,,TRANSFORMER,,
82577,H940008-1B,C,40284,,REACTOR--POWER,,
82577,H940091-005,B,30363-5,,REACTOR-FILTER,,
80223,HB-195,,40644,,,,
72149,HZ2472-01,,40470,,,,
11982,1N133-703,C/D3,7379-703,,,,
88818,KT320568,,41142,,,,
6845,L284091-1,B,,,,,
6845,L285028-2,K,40643-2,,TRANSFORMER,,
3538,M-7477529-4,,40751,,,,
98571,MA-272,,6031,,,,
8011,MIS-13680,F,,,,,
18876,MIS-13685/28-2,11/26/1973,,,,,
,MIS-13653/1,,,,,,
22558,1251-2,NC,1251-2,,SUPPORT ARM,,
11982,1E217-001,NC,30507,,TRANSFORMER,,
11876,MIS-13685/28,A,6954,,REACTOR,,
24930,103043,E,50187,,COIL,,
18876,MIS-13710/4,,2142,,,,
11982,1E123-004,B/C1,7404-4,,INDUCTOR,,
22558,1226-2,NC,1226-2,,OPTICAL SENSOR 7MM,,
22558,1226-1,NC,1226-1,,OPTICAL SENSOR-.5 IN,,
18876,MIS-26661,,7453,,,,
18876,MIS-13685/30,SEE 3367,41047,,,,
18876,MIS-13685/27,A,6470,,REACTOR,,
18876,MIS-13685/11,COAST COIL PART,6703,,COAST PART,,
18876,MIS-13685/32,,7199,,,,
22558,1251-1,NC,1251-1,,SUPPORT ARM ASSY,,
16170,7706349,C,30401,,TRANSFORMER,,
A0036,ON002307-2,G,41132-2,,TRANSFORMER,,
98230,ON002307-3,,41133,,,,
94990,ON060353-1,,7890,,,,
94990,ON060354-1,,7891,,,,
T0001,ON143032,,7760,,,,
T0001,ON143222,,7761,,,,
T0001,ON143309,,7762,,,,
T0001,ON143310,,7763,,,,
T0001,ON143311,,8692,,,,
T0001,ON143312,,8693,,,,
T0001,ON143313,,7764,,,,
T0001,ON143314,,7765,,,,
T0001,ON143316,,7996,,,,
T0001,ON156176,,7759,,,,
98230,ON206065-11,F,30287-11,,INDUCTOR,,
98230,ON206067,,30286,,,,
7367,ON206406,,30284,,,,
98230,ON206407,F,30285,,TRANSFORMER,,
98230,ON212101,B,7810,,INDUCTOR,,
98230,ON212102,D,7811,,"TRANSFORMER,POWER",,
98230,ON212107-1,D,30011-1,,INDUCTOR,,
98230,ON212109,C,7774,,TRANSFORMER,,
98230,ON212117,C,7812,,"INDUCTOR,FILTER",,
7367,ON219426-2,G,7801-2,,INDUCTOR,,
98230,ON219466,D,7804,,"TRANSFORMER,POWER",,
98230,ON219467,D,7805,,TRANSFORMER,,
7367,ON219477,,7802,,COAST COIL PART,,
7367,ON219478,,7803,,COAST COIL PART,,
98230,ON249339,,41108,,,,
98230,ON249369,,41098,,,,
98230,ON270623,,30134,,,,
98230,ON270680,G,30136,D,TRANSFORMER,JA,8/4/1983
98230,ON270690,F,30133,C,TRANSFORMER,CHA,12/14/1985
28528,ON270725,,,,,,
28528,ON270726,,30135,,,,
98230,ON270733,,30137,,,,
98230,ON270737,H,30138,,TRANSFORMER,,
94990,ON512513,C,7879,,,,
T0001,ON515894,,7905,,,,
98230,ON515927,A,7832,,TRANSFORMER,,
98230,ON515928,D,7833,,TRANSFORMER,,
98230,ON515929,C,7834,,TRANSFORMER,,
98230,ON516261,A,7793,,INDUCTOR,,
98230,ON516272,B,7781,,INDUCTOR,,
98230,ON516273,B/C1,7782,,"INDUCTOR,INPUT",,
98230,ON516274,B,7783,,INDUCTOR,,
98230,ON516275,,7784,,,,
98230,ON516276,B,7785,,INDUCTOR,,
98230,ON516278,,7786,,,,
98230,ON516280,B,7825,,INDUCTOR,,
T0001,ON516281,A,7787,,INDUCTOR,,
T0001,ON516283,,7788,,,,
T0001,ON516284,C,7789,,TRANSFORMER,,
T0001,ON516285,C,7790,,TRANSFORMER,,
11962,ON516287,B,30323,,TRANSFOREMR,,
11982,ON516323,,7887,,,,
98230,ON516453,,7814,,,,
98230,ON516454,A,7815,,INDUCTOR,,
98230,ON516455,N/C,7816,,INDUCTOR,,
98230,ON516456,A,7817,,INDUCTOR,,
98230,ON516457,A,7818,,INDUCTOR,,
98230,ON516458,N/C,7819,,INDUCTOR,,
98230,ON516459,A,7829,,TRANSFORMER,,
T0001,ON516745,C,7877,,INDUCTOR,,
98230,ON516903,A,30251,,COIL,,
T0001,ON517172-01,B1,7909-1,,COIL,,
98230,ON517224,,7906,,,,
94990,ONO60461-1,,7892,,,,
H0000,P15305-004-01,,7778,,,,
18876,P27-157-01,,41183,,,,
9344,PC76047,,40785,,,,
9344,PC76057-1,,,,,,
9344,PC76061-1,A,40735,,,,
9344,PC76295,J,40507,,,,
9344,PC77004,,40310,,,,
,PCS 5359,,30174,,,,
,PCS 5361,,30175,,,,
H0000,PCS 5398,,7850,,,,
,PE760,NC,30260,,,,
62,PM-2TA,-,40329,,SIE TRANSFORMER,,
H0000,PS32272-129,,30255,,,,
9344,PS4706,S,40966,,COIL,,
9344,PS5180-1,,,,,,
50040,PT1556-1-0A001,H,41021,,"COIL, RF",,
18150,QD10172,B,30141,,TRANSFORMER,,
724,RD20947-2,P,40787,,"TRANSFORMER,POWER",,
9376,S-68084,,40640,,,,
9376,S-68085,,40634,,,,
32964,S618066,,30081,,,,
80063,SA-595841,,32343,,"IND,NOISE SUPPRESSOR",,
80223,SAW262,-,41157,,,,
12436,SC-290437,BLT @ COAST,32443,,/05-62B,,
XQ38,SC-B-105081,,32335,,INDUCTOR,,
80063,SC-B-16562,,40551,,,,
80063,SC-C-36352,,40658,,,,
80063,SC-C-62526,,41017,,,,
80063,SC-C-62529,,40318,,,,
80063,SC-C-63260,,41006,,,,
80063,SC-C-66111,,40673,,,,
80063,SC-C-84598,,41008,,,,
80063,SC-C-965813,,40371,,,,
80063,SC-C-98368,,41089,,,,
80063,SC-D-1736N,,,,,,
8748,SC-D-5248,,40353,,,,
8748,SC-D-5696,,40410,,,,
80063,SC-D-62814,,40824,,,,
80063,SC-D-647118,,S6555A,,INDUCTOR,,
,SC12272682,B,9958,,"TRANSFORMER, DC-DC",,
16067,SC144F,,40954,,,,
638,SC23700,,40786,,,,
8748,SCD5-468-01,B,40621-1,,,,
87557,SD10000C505X,,6651,,,,
87557,SD10000C506X,,6667,,,,
87557,SD10000C508X,,6652,,,,
92685,SD10000C509,,6650,,,,
96214,676772,A,40996-1,,"INDUCTOR,ISOLATION",,
50040,SF-138289,,40808,,,,
98571,SK-481,,6126,,,,
98571,SK-482,,6212,,,,
,SK259-0001,,7743,,,,
H0000,SK862-1,,7148,,,,
H0000,SK862-2,,7149,,,,
H0000,SK862-3,,7150,,,,
H0000,SK862-4,A,7151,,TRANSFORMER,,
80063,SM-A-015584,,40493,,,,
80063,SM-A-581191,,,,,,
80063,SM-A-701740,,40492,,,,
80063,SM-A-718527,C,41207,,,,
80063,SM-A-731368,,32423,,/05-42B,,
80063,SM-A-742456-1,E,,,,,
80063,SM-A-744061,,40619,,,,
80063,SM-A-744062-1,C,41056,,,,
80063,SM-A-835631-1,,41009,,,,
80063,SM-A-836680,B,40542,,"TRANSFORMER, STEP UP",,
80063,SM-A-878599,,41122,,,,
80063,SM-A-945004,,,,,,
80063,SM-A-959306,M,40461,,,,
80063,SM-A-959307,,40570,,,,
80063,SM-A-959308,,40474,,,,
80063,SM-A-964440,F,40607,,INDUCTOR,,
80063,SM-B-202286,,S11081,,/11-81B,,
80063,SM-B-414015,,40343,,,,
80063,SM-B-414016,,40365,,,,
80063,SM-B-428374,,40424,,,,
80063,SM-B-524065,,32329,,INDUCTOR,,
80063,SM-B-524204-1,H,40940-1,,"FILTER, LOW PASS",,
80063,SC-B-730014-1,G,42584-1,,,,
80063,SM-B-524772,,40449,,,,
80063,SM-B-525442,D,40672,,,,
80063,SM-B-525453,,40589,,,,
80063,SM-B-526514-2,,,,,,
80063,SM-B-526514-1,,40587,,,,
80063,SM-B-526617,,41164,,,,
80063,SM-B-526674,,40917,,,,
80063,SM-B-526853,F,30177,,,,
80063,SM-B-527567,F,40916,,FILTER,,
80063,SM-B-528032,,40912,,,,
80063,SM-B-528527,,32321,,CURRENT TRANSFORMER,,
80063,SM-B-528532,,41103,,,,
80063,SM-B-528533,,41035,,,,
80063,SM-B-528536,D,40498,,REACTOR,,
80063,SM-B-528676,,40376,,,,
80063,SM-B-528752,,,,,,
80063,SM-B-528866,,40944,,,,
80063,SM-B-542571,,40408,,,,
80063,SM-B-619127,,41012,,,,
19200,10559558,E,7073,,REACTOR,,
80063,SM-B-619128,,,,,,
80063,SM-B-619129,,40544,,,,
30063,SM-B-651431,,41024,,,,
80063,SM-B-651702,,41055,,,,
80063,SM-B-684601-2,D,40969-2,,R.F.COIL,,
80063,SM-C-142867,,40680,,,,
80063,SM-C-180369,,40826,,,,
80063,SM-C-200651,,40655,,,,
80063,SM-C-314930,,41049,,,,
80063,SM-C-357790,,41074,,,,
80063,SM-C-366255,,41014,,,,
80063,SM-C-379639,,41119,,INDUCTOR,,
XQ25,SM-C-379640,A,,,,,
80063,SM-C-400850,,40386,,,,
80063,SM-C-413779,,40573,,,,
80063,SM-C-413825,,40946,,,,
80063,SM-C-413826,,40669,,,,
80063,SM-C-414172,,41048,,,,
80063,SM-C-414333,,41013,,,,
80063,SM-C-414375,C,40921,,,,
80063,SM-C-414833,,40909,,,,
80063,SM-D-415279,,40794,,,,
80063,SM-C-416326,D,40439,,,,
80063,SM-C-416327-1,M,41169,,,,
80063,SM-C-416352,,41020,,,,
80063,SM-C-422612,,40566,,,,
80063,SM-C-422658,,32611,,INDUCTOR,,
80063,SM-C-422688,,41190,,,,
80063,SM-C-422689,,41072,,,,
80063,SM-C-422709,,41182,,TRANSFORMER,,
80063,SM-C-422849,,40531,,,,
80063,SM-C-423445,R,,,,,
80063,SM-C-450409,,40232,,,,
80063,SM-C-450410,,40355,,,,
80063,SM-C-852306,A,42438,,TRANSFORMER,,
80063,SM-C-456334,,62601,,/11-26F,,
80063,SM-C-456335,,,,,,
80063,SM-C-456341,E,32471,,,,
80063,SM-C-500468,,40959,,,,
80063,SM-C-523478,,41239,,NETWORK,,
80063,SM-C-542092,,40827,,,,
80063,SM-C-542095,,40813,,,,
80063,SM-C-542096,,40817,,,,
80063,SM-C-542098,,40814,,,,
80063,SM-C-542756,,41114,,,,
80063,SM-C-552154,,41193,,,,
80063,SM-C-568667,,41141,,,,
80063,SM-C-570721,,41258,,,,
80063,SM-C-583129,,40743,,,,
80063,SM-C-583131,,40851,,,,
80063,SM-C-583132,,,,,,
80063,SM-C-583143,F3,40722,,,,
80063,SM-C-583184,,40703,,,,
80063,SM-C-583188,,40618,,,,
80063,SM-C-583189,,40631,,,,
80063,SM-C-583552,,40780,,,,
80063,SM-C-586455,,40890,,,,
80063,SM-C-586489,,32435,,/05-54B,,
80063,SM-C-587384,,,,,,
80063,SM-C-587840,A,40820,,,,
80063,SM-C-596628-2,P,40561-2,,"XFMR, AUDIO FREQNCY",,
80063,SM-C-596628-1,N,40649-1,,"TRANSFORMER, AUDIO",,
80063,SM-C-623915,,41199,,,,
80063,SM-C-692731,,,,,,
80063,SM-C-745842-1,A,40535,,,,
80063,SM-C-746649,,41097,,,,
80063,SM-C-747790,,41027,,,,
80063,SM-C-747795,,41026,,,,
80063,SM-C-751242,,40736,,,,
80063,SM-C-752578(D2),,40913,,,,
56184,SM-C-752578(D1),,30043,,,,
56184,SM-C-752595,,30044,,,,
80063,SM-C-772175,,40420,,,,
80063,SM-C-800898-1,C,,,,,
80063,SM-C-852034,F,32325,,INDUCTOR,,
80063,SM-C-875526,C,41176,,,,
24930,188258-2,A/A,30300-2,,TRANSFORMER,,
80063,SM-C-921099,,41226,,,,
80063,SM-C-964328,,40536,,,,
80063,SM-C-964342,,40534,,,,
80063,SM-C-969837,,40842,,,,
80063,SM-D-357353,,40427,,,,
80063,SM-D-413521,,40732,,,,
80063,SM-D-413522,,40421,,,,
80063,SM-D-413523,,40639,,,,
80063,SM-D-414134,G,40521,,,,
80063,SM-D-415301,,40927,,,,
80063,SM-D-422746,,40733,,,,
80063,SM-D-439960,,40412,,,,
80063,SM-D-447367,,32424,,/05-43B,,
80063,SM-D-551072,,,,,,
80063,SM-D-568358,,41118,,,,
80063,SM-D-583122,B1,40942,,"METER, BIAS ASSEMBLY",,
80063,SM-D-630566,,40724,,,,
80063,SM-D-805938-1,A,30278,A,INDUCTOR,JA,9/27/1984
80063,SM-D-805939,,30056,,,,
80063,SM-D-805940-1,A,30180,,TRANSFORMER,,
80063,SM-D-805943-1,NC,30181,,TRANSFORMER,,
80063,SM-D-805944-1,NC,30279,,"INDUCTOR,FILTER DUAL",,
33128,SM-D-806049,,30324,,,,
18876,7913165,A,32636,,CHOKE,,
88869,ST248A,,40973,,TRANSFORMER,,
13993,ST32021-1,,41208-1,,,,
22915,ST3A003,,30185,,,,
76301,ST5M1236-001,E,41034,,,,
76301,ST5M1264-002,F,32323,,CURRENT TRANSFORMER,,
76301,ST5M1493-001,B,40340-1,,TRANSFORMER,,
,T-2310,,30440,,,,
92220,T050-010,,40879,,,,
92220,T050-035-0001,,40519,,,,
62,T1816,,,,,,
T0001,T2312,,30398,,,,
T0001,T2314,,30399,,,,
T0001,T2315,,30400,,,,
9966,T235A136,,40471,,,,
9966,T235A149,,40620,,,,
9966,T235A171,,40582,,,,
78711,T235A383-1,,41064,,,,
18150,T26196,,30131,,,,
A0036,TGT-2805,2,,,,,
98438,TR12006,,,,,,
98438,TR79212,D,41228,,,,
2640,TW-71123,,40435,,,,
2640,TW7431,,40601,,,,
49671,W-131616-9,,41173,,,,
8676,W493,,6556,,,,
8676,W496,,6619,,,,
22915,AL0013-001,A/B01&B03,30108-1,,TRANSFORMER,,
8676,W497,F,6620,F,CHOKE,JA,5/1/1985
8676,W509,,6605,,,,
82340,X36721,,40432,,,,
,Z842115,,7533,,,,
H0000,Z860952,,2263,,,,
H0000,Z860953,,2264,,,,
H0000,Z860954,,2265,,,,
22915,1M219-2,B,30040-2,,TRANSFORMER,,
11982,1E136-004,D,7416-4,,,,
9448,HY-292-4550-1,,41315-1,,,,
97953,1C7345-1,A,41316-1,,INDUCTOR-L1,,
98675,51221,,41317,,,,
96238,43000225,,41319,,,,
49671,949356-1,12,41320-1,,TRANSFORMER,,
6481,905483,,41321,,,,
97942,376A586H01,,41322-1,,,,
3538,B7485544P001,,41323-1,,,,
80063,SM-C-746121,,41324,,,,
11982,1E140-013,G,7422-13,,INDUCTOR,,
35351,142928-01,,41326-1,,,,
18876,10049877,,41327,,,,
3848,93530,,41328,,,,
30003,247AS-C0812,D,41329,,,,
80063,SM-A-701779,,41330,,,,
6481,900086-22,,41331,,,,
13973,865076-0020,,41332,,,,
49956,154100,,41333,,,,
95266,310-12758-00,D,41334,,TRANSFORMER,,
90536,7084893,,41335,,,,
28815,12-118056-1,D,41336-1,,COIL,,
5257,905143-2,,41337-2,,,,
80063,SM-B-414069,,41338,,,,
10001,2534817,C,41340,,INDUCTOR,,
24672,75195770,,41341,,,,
12464,B86N0007,,41342,,,,
96214,732184-1,,41343,,,,
1534,262461,,41344,,,,
10109,X63120,,41339,,,,
15786,52360,C,41318,,,,
24930,144581-3,A,50019-3,,"COIL,RF",,
24930,121120,D,50135,,"COIL,R.F.",,
97942,593R014G01,C,41349,,VOLT REF TRANS,,9/12/1986
65092,107941,NC,41350-3,,TRANS,,
80063,SM-D-772125-1,D,41351-1,,REACTOR,,
82679,T050-012-0001,A,41352-1,,TRANSFORMER,,
19200,10554836,NC,30451,,TRANSFORMER,,
19200,10554842,A,30452,,INDUCTOR,,
6481,905470-2,G,41355-2,,TRANSFORMER,,
6481,900095-71,G,41356-71,,REACTOR,,
80063,SM-B-525457,F,41357,,"TRANSFORMER,AUDIO",,
82577,984656-1,A,41358,,"TRANSFORMER, POWER",,
82577,986155-1,K,41359,,"TRANSFORMER, PULSE",,
90827,992A529,A,41360,,REACTOR,,
24930,129278,B,50143,,COIL,,
49956,G109828,A,41345,,,,
24672,75196926,,41346,,,,
80063,SM-A-915585,,41347,,,,
13499,545-5671-002,,41348-2,,,,
92220,T050-013,,41361,,,,
80063,SM-A-936065-1,,41362-1,,,,
80063,SM-D-867503,,41363,,,,
80063,SM-B-527556,,41364,,,,
88818,C200082024,,41365,,,,
97942,577R783H01,,41366-1,,,,
10001,859808,,41367,,,,
18876,13155911-1,,41368-1,,,,
55364,200686,,41369,,,,
94990,24-P08755T001,A,41370-1,,INDUCTOR,,
7187,2503236,,41371,,,,
82577,984858-1C,,9658,,COAST COIL PART,,
18876,11040682-1,M,40923-1,,P TRANS,,
11982,1N124-004,D/E1,7386-4,,TRANSFORMER,,
80063,SM-C-66188,,41373,,,,
97151,8627276,,41374,,,,
81349,MILT27535A,,41353,,POWER TRANSFORMER,,
18150,28102,,30455,,,,
15090,986035-073,E,7021-73,,REACTOR,,
12464,B28A0006,,41375,,REACTOR,,
24930,145620-4,C,50138-4,,COIL-RF,,
24930,145621-2,C/C,50136-2,,"COIL,RF",,
24930,145621-3,C/C,50136-3,,"COIL,RF",,
1526,232B869P1,,41372,,,,
,MIL-T-27/5-01B,,41354,,,,
10001,694824,NC,41376,,POWER TRANSFORMER,,
18876,10105422,C1,41377,,POWER TRANSFORMER,,
96214,866365-1,C,41378-1,,SATURABLE REACTOR,,
18876,13155914-1,,41379-1,,REACTOR,,
12464,B28A0007-1,,41380-1,,REACTOR,,
29525,TP1838,A,41381,,ELECT TRANSFORMER,,
87557,80368,NC,41382,,REACTOR,,
42498,D40018-7,F,41383-7,,RADIO TRANSFORMER,,
82577,986256-1B,C,41384-1B,,REACTOR,,
10412,82117-5,,41385-5,,RADIO FREQ. COIL,,
8748,SCD5-468-06,B,40621-6,,TRANSFORMER,,
70143,1267683-5,H,2284-5,,BAND PASS FILTER,,
10001,2507633-4,,41285-4,,TOROID INDUCTOR,,
94990,24P09835J002,,41219,,,,
T0001,ON516283-2,E/F1,7788-2,,"PWR,XFMR,ASSY",,
T0001,ON516453-2,C,7814-2,,"INDCTR, FILTER",,
80063,SM-B-524204-2,H,40940-2,,"FILTER, LOW PASS",,
98571,838858,G,30359*,,TRANSFORMER,,
98571,838859,D,30361*,,TRANSFORMER,,
10001,3178264,C,6817,,"REACTOR, FILTER",,
10001,247391PC2,,41387-2,,AUDIO TRANSFORMER,,
4660,8204107-009,C,41388-9,,RADIO FREQUE COIL,,
72914,23823-3,,41389-3,,POWER TRANSFORMER,,
30854,70-4041,,41390,,SATURABLE REACTOR,,
35351,137812-01,E,41391,,POWER TRANSFORMER,,
49956,554802-1,A,41392,,POWER TRANSFORMER,,
55364,201141,,41393,,POWER TRANSFORMER,,
79500,910C930-1,N,41394,,POWER TRANSFORMER,,
12436,810001-639,B,41395,,REACTOR,,
26916,056-000362,,41396,,REACTOR,,
7690,424958-01,B,41397,,POWER TRANSFORMER,,
724,08-00600-000,,41398,,RADIO TRANSFORMER,,
80063,SM-B-529539,,41399,,LOW PASS FILTER,,
70143,1300174-3,G,2280-3,,FILTER,,
70143,1300174-4,G,2280-4,,FILTER,,
70143,1300174-5,G,2280-5,,FILTER,,
70143,1300174-6,G,2280-6,,FILTER,,
24930,182472-02,A,30088-2,,,,
98571,563878,,41401,,POWER TRANSFORMER,,
24930,182472-01,A,30088-1,,,,
98230,ONO08340,,41403,,POWER TRANSFORMER,,
18876,11436905,J,41404,,PULSE TRANSFORMER,,
10001,3185121-67,E,41405-67,,REACTOR,,
14100,DD666062-015,,41406,,,,
24930,170491-1,E/E,30086-1,,,,
781,18052,,41407,,AUDIO TRANSFORMER,,
30003,247AS-C2144,NC,41409,,"TRANSFORMER,POWER",,
11447,8503679-4,,41410-4,,RADIO FREQUENCY COIL,,
5254,8797,,8797,,,,
82577,930432,,41412,,RADIO FREQ FILTER,,
24930,182472-15,A/A,30088-15,,,,
59501,10-383565,,41386,,TRANSFORMER,,
3025,26278-2,A,30457-2,,INDUCTOR,,
3025,45903-1,B,30456,,CHOKE,,
31395,B131697,NC,30459,,TRANSFOREMR,,
31395,B1331696,NC,,,,,
31395,B133068,NC,30464,,INDUCTOR,,
31395,B131698,NC,30460,,INDUCTOR,,
31395,B131699,NC,30461,,INDUCTOR,,
31395,B131700,NC,30462,,INDUCTOR,,
31395,B131701,NC,30463,,INDUCTOR,,
31395,B131696,NC,30458,,TRANSFORMER,,
24930,55202,F,50165,,TRANSFORMER,,
7367,ON219426-5,G,7801-5,,INDUCTOR,,
4804,925C602PC1,,41413,,MAGNETIC AMPLIFIER,,
98230,ON516407,D,3171,,COAST COIL PART,,
98230,ON516408,E,3216,,COAST COIL PART,,
6481,905120-1,,41414,,RADIO FREQ FILTER,,
94117,5904830,,41415,,RADIO FREQ COIL,,
24930,182473-1,A/A,50150,,COIL,,
24930,145531-2,B,50062-2,,TRANSFORMER,,
24930,43264-16,U,50104-16,,RF COIL,,
87990,755002A7654-39,K,7518-39,,FIXED INDUCTOR,,
49956,154097,G,41408,,POWER TRANSFORMER,,
20019,35440016,,41402,,POWER TRANSFORMER,,
56232,661712,,41400,,POWER TRANSFORMER,,
8715,2048,A,41411,,COAST COIL PART,,
26916,050-004763,,41416,,AUDIO F TRANSFORMER,,
30554,72-5005,,41417,,TRANSFORMER,,
22558,1230,G,1230,,TAIL STOCK,,
24930,85777-4,F,50153-4,,TRANSFORMER,,
,722899-4,,8601-4CC,,,,
49671,8551488-1,H,41418,,RADIO FREQ COIL,,
98749,7930688,,41419,,CURRENT TRANSFORMER,,
80063,0154-1-4068,L,41420,,POWER TRANSFORMER,,
0,9060277,,41421,,POWER TRANSFORMER,,
10001,63A68F585,,41422,,VIDEO PROCESSOR TRAN,,
11982,1N279-001,A1,30465,,TRANSFORMER,,
10138,118285-5,,41424-5,,REACTOR,,
96774,539-1014-01,,41425,,POWER TRANSFORMER,,
18876,13153277-1,,41426,,POWER TRANSFORMER,,
18876,13152273-1,,41427,,POWER TRANSFORMER,,
80063,SM-B-527557,,41428,,REACTOR,,
10581,12780,,41429,,POWER TRANSFORMER,,
89954,679B752P1,,41431,,POWER TRANSFORMER,,
3640,6010345,,41432,,,,
3640,6010344,,41433,,SATURABLE REACTOR,,
52542,6466,,41430,,POWER TRANSFORMER,,
11982,1N266-001,A,30466,,TRANSFORMER,,
32964,5708052-1,NC,2403,,FILTER,,
A0067,LB41727.201,G,3119,,INDUCTOR,,
31395,B131696-011,NC,30458-11,,TRANSFORMER,,
31395,B131696-012,NC,30458-12,,TRANSFORMER,,
31395,B131696-013,NC,30458-13,,TRANSFORMER,,
24930,142434-1,C/C,50154,,COIL,,
24930,144581-2,A,50019-2,,"COIL,R.F.",,
752,404056-1,,44396,,NO BID EVER,,
24930,98861,F,50155,,COIL,,
24930,146601,B,50157,,,,
24930,145631-1,D,50156-1,,"COIL,RF.",,
33107,8830,E,30469,,"TRANSFORMER,O/OUTPUT",,
24930,153258-1,A,50145-1,,,,
24930,187378-1,,50146-1,,,,
24930,85780-17,J,50147-17,,,,
24930,40541,T,50148,,,,
24930,G380085-13,,50149-13,,,,
24930,G380085-10,,50149-10,,,,
24930,G380085-12,,50149-12,,,,
24930,63378,J,50152,,,,
78626,46018-1,E,6956-1,,TRANSFORMER,,
A0033,4105013,NC,30472,,TRANSFORMER,,
24930,145631-2,D,50156-2,,"COIL,RF",,
24930,52483,G,50158,,COIL,,
70143,126783-2,H,2284-2,,BANDPASS FILTER,,
70143,1267683-3,H,2284-3,,BANDPASS FILTER,,
70143,1267683-4,G,,,,,
70143,1267683-6,H,2284-6,,BAND REJECT FILTER,,
70143,1300174-1,G,2280-1,,FILTER,,
24930,145631-3,D,50156-3,,"COIL,RF.",,
A0142,503557,NC,30470,,TRANSFORMER,,
80063,SM-C-596629-1,,41436-1,,AUDIO TRANSFORMER,,
88277,7664931-501,,41435,,,,
95802,46266-L1,,41437,,TRANSFORMER,,
99971,7534200P1,,41438,,REACTOR,,
19207,11602434,C,41439,,TRANSFORMER,,
97151,8627277,,41440,,POWER TRANSFORMER,,
97942,577R6821001,,41441,,POWER TRANSFORMER,,
7187,436514,,41442,,POWER TRANSFORMER,,
72964,13167,,41443,,POWER S TRANSFORMER,,
30003,B506178,NC,41444,,REACTOR,,
97424,860SK70P001,,41445,,POWER TRANSFORMER,,
,OBSOLETE,,30473,,TRANSFORMER,,
A0033,4103015,NC,30474,,TRANSFORMER,,
19200,12282537,,41446,,INDUCTOR FILTER,,
A0033,4105012,NC,30471,,TRANSFORMER,,
49956,S29MS562G002,,41447-2,,POWER TRANSFORMER,,
95266,13324,,41448,,POWER TRANSFORMER,,
10001,62A114C100,F,41449,,POWER TRANSFORMER,,
10581,12621,,41451,,POWER TRANSFORMER,,
97942,593R537,,41450,,POWER TRANSFORMER,,
A0036,MIL-T-27E/227,E,41455,,POWER TRANSFORMER,,
10001,2885035,,41453,,POWER TRANSFORMER,,
97151,8532028,,41454,,F AUDIO TRANSFORMER,,
22915,AL0014-6,A,30097-6,,,,
22915,AL0014-4,A,30097-4,,,,
22915,AL0014-10,A,30097-10,,,,
31550,8114088,,41452,,"TRANSFORMER, POWER S",,
96214,666755-2,B,40127-2,,TRANSFORMER,,
7342,201734-4,C,41456-4,,LOW PASS FILTER,,
77820,10-111572,,41457,,POWER TRANSFORMER,,
32964,5638046-1,NC,30475,,INDUCTOR,,
32964,5638047-1,NC,30476,,INDUCTOR,,
32964,5638048-1,NC,30477,,INDUCTOR,,
32964,5638049-1,A,30481,,INDUCTOR,,
32964,5618075-1,A,30478,,TRANSFORMER,,
32964,5618076-1,NC,30479,,TRANSFORMER,,
32964,5618077-1,NC,30480,,TRANSFORMER,,
82577,986255-2B,,40441-2,,REACTOR,,
96214,523730-4,C,40677-4,,TRANSFORMER,,
96214,2851377,,41458,,,,
80445,347503,,41459,,RADIO TRANSFORMER,,
42498,A40333-7,,41460-7,,AUDIO TRANSFORMER,,
12436,810000-200,C,41461,,POWER TRANSFORMER,,
18876,9157574,,41462,,AUDIO TRANSFORMER,,
15280,40-052794-01,,41464,,POWER TRANSFORMER,,
72964,11640-A,B,41463,,POWER A TRANSFORMER,,
8715,W-9008,,41465,,PULSE TRANSFORMER,,
13499,672-0360,,41466,,POWER TRANSFORMER,,
98230,ON97174,,41467,,POWER TRANSFORMER,,
28480,9100-3046,,41468,,POWER TRANSFORMER,,
96214,524471-1,,41469,,POWER TRANSFORMER,,
57057,8050000631,,41470,,POWER TRANSFORMER,,
37695,328672-4,,41471-4,,ELECTRICAL FILTER,,
88818,C504000240,A,41472,,POWER TRANSFORMER,,
9448,HY-292-5000-2,,41473,,POWER TRANSFORMER,,
30003,247AS-C2084-001,A,41474,,POWER TRANSFORMER,,
49956,154132,F,41475,,POWER TRANSFORMER,,
10001,2469401-6,,41477-6,,,,
97151,8627285,NC,41478,,ELECTRIC TRANSFORMER,,
A0027,SC12272678,COAST COIL PART,9966,,,,
98738,25P228032-01,C,41479,,,,
82577,SC12272685,C,9967,,TRANSFORMER,,
A0036,2405657,F,41476,,POWER TRANSFORMER,,
82577,983127-4,A,6330-4,,REACTOR,,
87990,755002A7742-1,B,9491-1,,COIL RADIO FREQ,,
87990,755002A7742-3,B,9491-3,,COIL RADIO FREA,,
87990,755002A7742-8,B,9491-8,,"COIL, RADIO FREQ",,
10001,775436,,41480,,PLATE TRANSFORMER,,
A0036,MIL-T-27E,,41481,,POWER TRANSFORMER,,
18876,9175622,,41482,,REACTOR,,
